#bins=3
150	68
120	67
100	67
#items=100
100	6
99	3
98	9
97	10
96	2
95	4
94	5
93	9
92	8
91	4
90	6
89	3
88	4
87	2
86	4
85	6
84	7
83	4
82	6
81	2
80	5
79	4
78	8
77	4
76	2
75	3
74	6
73	2
72	6
71	4
70	2
69	7
68	5
67	7
66	3
65	6
64	7
63	6
62	5
61	8
60	6
59	4
58	4
57	3
56	11
55	2
54	3
53	5
52	5
51	4
50	6
49	2
48	3
47	3
46	5
45	5
44	5
43	3
42	3
41	6
40	3
39	7
38	5
37	4
36	5
35	8
34	1
33	4
32	6
31	1
30	6
29	4
28	5
27	8
26	4
25	7
24	3
23	10
22	1
21	4
20	4
19	5
18	9
17	5
16	7
15	5
14	5
13	3
12	2
11	2
10	9
9	10
8	7
7	3
6	5
5	7
4	3
3	10
2	5
1	6
