#bins=1
150	166
#items=99
100	3
99	3
98	3
97	7
96	4
95	11
94	5
93	5
92	6
91	6
90	3
89	3
88	3
87	3
86	4
85	6
84	1
83	2
82	4
81	2
80	4
79	7
78	6
77	5
76	2
75	3
74	11
73	4
72	5
71	5
70	9
69	3
68	6
67	7
66	4
65	5
64	7
63	4
62	2
61	9
60	4
59	3
58	4
57	6
56	9
55	10
54	7
53	5
52	4
51	3
50	2
49	5
48	3
47	9
46	1
45	4
44	4
43	15
42	6
41	7
40	8
39	1
38	6
37	8
36	3
35	3
34	10
33	3
32	4
31	4
30	5
29	9
28	4
27	6
26	5
25	3
24	5
23	7
22	4
21	5
20	5
19	5
18	3
17	4
16	3
15	8
14	4
13	4
12	7
11	7
10	5
9	6
8	5
7	4
6	3
5	4
4	8
3	6
2	3
