#bins=1
150	176
#items=98
100	1
99	6
98	3
97	6
96	7
95	8
94	8
93	10
92	4
91	5
90	6
89	5
88	6
87	6
86	5
85	8
84	5
83	11
82	5
81	6
80	12
79	4
78	5
77	7
76	6
75	4
74	2
73	4
71	3
70	5
69	1
68	4
67	6
66	13
65	4
64	4
63	4
62	3
61	4
60	4
59	7
58	5
57	5
56	4
55	6
54	2
53	6
52	2
51	8
50	5
49	4
48	2
47	5
46	3
45	4
44	8
43	8
42	5
41	2
40	6
39	5
38	11
37	3
36	2
35	1
34	3
33	6
32	4
31	5
30	3
29	5
28	9
27	3
26	8
25	5
24	4
23	6
22	6
21	6
20	4
19	7
18	5
17	5
16	10
15	1
14	4
13	3
12	4
11	7
10	6
9	1
8	3
7	4
6	5
5	7
4	2
3	4
2	6
