#bins=1
150	172
#items=99
100	7
99	3
98	2
97	4
96	8
95	6
94	3
93	7
92	4
91	10
90	7
89	3
88	9
87	5
86	9
85	6
84	8
83	4
82	2
81	2
80	4
79	3
78	5
77	1
76	6
75	2
74	6
73	5
72	6
71	3
70	4
69	6
68	1
67	4
66	4
65	9
64	12
63	6
62	4
61	6
60	6
59	7
58	6
57	7
56	4
55	6
54	5
53	4
52	2
51	3
50	7
49	4
48	1
47	5
46	5
45	10
44	5
43	4
42	7
41	6
40	6
39	6
38	2
37	7
36	4
35	5
34	7
33	5
32	4
31	3
30	6
29	3
28	5
27	4
26	4
25	7
24	11
23	4
22	2
21	5
20	5
19	5
18	3
17	3
16	8
15	8
14	2
13	4
12	5
11	8
10	2
9	1
8	3
7	9
6	3
5	6
4	5
3	5
2	5
