#bins=1
150	166
#items=99
100	3
99	3
98	7
97	7
96	2
95	5
94	3
93	5
92	5
91	4
90	10
89	10
88	6
87	6
86	5
85	6
84	3
83	6
82	3
81	6
80	4
79	6
78	2
77	4
76	3
75	5
74	4
73	7
72	4
71	6
70	1
69	6
68	3
67	3
66	3
65	3
64	5
63	8
62	2
61	5
60	7
59	10
58	2
57	3
56	3
55	5
54	5
53	4
52	6
51	2
50	2
49	5
48	7
47	5
46	4
45	8
44	4
43	5
42	8
41	4
40	3
39	8
38	4
37	10
36	2
35	5
34	6
33	3
32	13
31	8
30	3
29	8
28	2
27	10
26	3
25	8
24	4
23	6
22	7
21	2
20	2
19	3
18	7
17	5
16	7
15	4
14	8
13	6
12	1
11	7
10	4
9	3
8	9
7	6
6	2
5	8
4	4
3	7
2	4
