#bins=1
150	171
#items=98
100	7
99	6
98	3
97	4
96	5
95	12
94	3
93	4
92	7
91	7
90	3
89	5
88	5
87	2
86	8
85	4
84	7
83	5
82	2
81	4
80	5
79	5
78	4
77	7
76	6
75	5
74	8
73	4
72	3
71	5
70	3
69	5
68	5
67	6
65	8
64	6
63	5
62	9
61	2
60	6
59	4
58	5
57	3
56	3
55	6
54	9
53	7
52	4
51	3
50	2
49	7
48	7
47	5
46	6
45	10
44	5
43	8
42	3
41	7
40	1
39	9
38	5
37	4
36	1
35	3
34	8
33	5
32	6
31	6
30	3
29	3
28	3
27	10
26	4
25	1
24	5
23	5
22	8
21	5
20	5
19	3
18	3
17	6
16	1
15	4
14	3
13	7
12	3
11	5
10	2
9	6
8	7
7	4
6	6
5	3
4	8
3	6
2	9
