#bins=1
150	173
#items=98
100	3
99	4
98	8
97	5
96	5
95	7
94	9
93	8
92	3
91	6
90	5
89	12
88	7
87	3
86	5
85	4
84	6
83	7
82	8
81	4
80	4
79	4
78	4
77	4
76	6
74	3
73	1
72	5
71	3
70	6
69	6
68	7
67	2
66	6
65	11
64	5
63	8
62	2
61	5
60	4
59	4
58	3
57	1
56	9
55	3
54	3
53	3
52	7
51	9
50	5
49	2
48	4
47	5
46	10
45	5
44	7
43	5
42	6
41	6
40	4
39	4
38	5
37	5
36	5
35	4
34	9
33	6
32	4
31	8
30	4
29	5
28	6
27	3
26	3
25	5
24	5
23	3
22	2
21	2
20	4
19	3
18	3
17	8
16	7
15	7
14	4
13	3
12	6
11	9
10	3
9	4
8	8
7	6
6	7
5	2
4	3
3	3
2	6
