#bins=1
150	169
#items=99
100	7
99	6
98	6
97	5
96	8
95	1
94	4
93	4
92	5
91	7
90	4
89	2
88	5
87	3
86	8
85	6
84	3
83	10
82	6
81	3
80	3
79	10
78	5
77	2
76	4
75	2
74	5
73	6
72	10
71	5
70	6
69	3
68	7
67	3
66	3
65	2
64	2
63	5
62	5
61	5
60	8
59	6
58	4
57	4
56	3
55	11
54	6
53	7
52	3
51	4
50	4
49	4
48	4
47	5
46	5
45	6
44	6
43	4
42	10
41	2
40	4
39	6
38	1
37	3
36	8
35	5
34	5
33	5
32	7
31	7
30	6
29	3
28	1
27	10
26	8
25	4
24	5
23	7
22	2
21	8
20	7
19	5
18	2
17	3
16	2
15	5
14	8
13	4
12	6
11	5
10	6
9	5
8	3
7	8
6	7
5	7
4	3
3	6
2	1
