#bins=28
622	1
585	1
584	1
570	1
499	1
496	1
488	1
466	1
451	1
398	1
351	1
349	1
343	1
342	1
322	1
300	1
292	1
286	1
274	1
264	2
252	1
239	1
180	2
154	1
149	1
126	1
90	1
84	1
#items=79
101	1
99	1
98	1
97	1
95	1
94	3
93	2
92	1
91	1
90	2
89	2
88	2
86	1
85	1
84	2
83	5
82	2
81	3
80	4
79	4
78	3
76	2
74	2
73	1
72	3
71	3
70	2
69	3
68	4
67	1
66	3
65	2
64	2
63	1
62	4
61	2
60	2
59	2
57	5
56	2
55	2
54	2
53	3
52	4
51	1
50	1
49	2
48	3
47	1
46	3
45	3
43	1
42	4
41	5
40	2
39	4
38	3
37	3
36	2
35	2
34	1
33	5
32	1
31	3
30	4
29	1
28	5
27	1
26	1
25	1
24	1
23	4
21	1
20	3
19	1
17	3
16	1
14	2
13	1
