#bins=28
750	1
653	1
615	1
572	1
509	1
457	1
456	1
453	1
385	1
380	1
357	1
351	1
335	1
320	1
310	2
304	1
301	1
236	1
230	1
229	1
212	2
211	1
204	1
168	1
151	1
146	1
117	1
66	1
#items=76
115	2
114	2
113	1
110	2
109	1
108	1
107	1
104	2
103	1
102	1
101	1
100	1
99	1
98	1
97	3
95	1
94	1
93	3
92	2
91	4
90	1
89	2
88	2
87	2
86	2
85	1
84	1
83	2
81	7
80	5
78	1
77	1
74	3
73	2
72	4
71	3
69	1
68	3
67	1
66	1
65	4
64	3
63	3
62	1
61	2
60	2
57	3
56	2
54	3
53	2
52	2
51	2
50	4
49	3
48	1
47	1
46	1
45	1
43	1
41	3
40	2
38	2
37	4
35	2
34	2
33	1
31	1
29	1
27	1
26	2
23	3
22	2
21	2
20	1
19	2
17	1
