#bins=86
244	1
210	1
206	1
197	1
191	1
187	1
184	1
180	1
179	1
177	1
162	1
153	1
151	1
150	1
149	2
142	1
139	1
135	1
132	2
130	2
129	1
127	1
125	1
119	1
115	1
114	2
113	1
112	1
111	1
110	2
106	1
101	1
99	1
92	4
89	2
87	1
84	1
83	1
82	1
81	1
80	1
77	1
76	3
75	1
74	1
73	1
72	1
70	1
69	2
68	1
67	3
66	1
65	3
63	1
62	1
61	3
59	1
58	2
57	1
56	1
55	1
54	2
53	1
52	1
51	1
50	3
47	1
45	2
44	2
43	2
42	2
41	1
39	4
38	1
37	2
34	1
33	1
30	1
28	1
27	1
23	2
19	2
18	2
17	2
16	1
15	1
#items=61
96	1
78	1
76	1
74	1
72	4
71	1
70	1
68	2
67	1
66	1
65	8
64	4
62	2
61	8
60	7
59	4
58	7
57	3
56	3
55	8
54	5
53	3
52	3
51	5
50	5
49	6
48	2
47	2
45	7
44	3
43	4
42	4
41	4
40	4
39	7
38	7
37	2
36	7
35	1
34	7
33	5
32	3
31	3
30	4
29	2
28	7
27	8
26	5
25	4
23	4
22	3
21	2
20	3
19	5
18	3
17	5
16	4
15	5
14	3
13	5
12	1
