#bins=1
10000	1765
#items=100
7393	75
7386	17
7281	62
6975	56
6931	14
6923	14
6893	60
6888	51
6886	38
6713	57
6598	58
6433	57
6385	46
6287	90
6165	77
5969	38
5870	7
5865	25
5842	86
5669	51
5570	54
5464	92
5244	81
5219	65
5022	12
5018	1
5006	75
4988	3
4969	98
4878	53
4779	39
4759	55
4750	71
4728	45
4715	11
4427	25
4412	61
4401	84
4367	46
4326	4
4293	98
4286	43
4238	82
4219	42
4151	50
4087	55
4057	47
3986	97
3981	1
3898	34
3833	45
3788	75
3769	24
3679	45
3498	18
3475	22
3393	17
3376	43
3350	47
3269	26
3201	81
3157	70
3131	45
3095	64
3009	65
2962	1
2685	18
2647	97
2588	37
2567	13
2502	66
2325	6
2226	47
2222	17
2212	37
2088	83
2070	26
1920	60
1899	21
1822	9
1355	90
1187	91
1185	9
1177	3
1144	15
1129	55
923	8
854	21
753	79
673	19
668	85
635	54
625	38
550	93
506	19
329	31
240	72
183	10
113	19
9	2
