#bins=7
250	59
220	59
190	59
160	59
130	59
100	59
70	58
#items=215
250	2
249	3
247	4
246	2
245	1
244	4
243	2
242	1
241	1
240	5
239	1
238	2
237	2
236	5
235	3
234	1
233	4
232	2
231	6
230	2
226	2
225	2
224	1
223	3
222	1
221	3
220	1
219	2
218	2
217	2
216	3
215	2
214	3
212	2
210	2
209	2
208	5
207	1
206	2
205	3
204	2
202	1
201	2
200	6
199	1
198	5
197	2
196	1
195	4
194	2
193	3
191	2
190	1
189	2
188	1
186	3
185	1
184	1
183	5
182	1
181	2
179	4
178	4
177	2
176	2
175	5
174	1
173	3
172	1
171	2
170	2
169	2
168	3
167	6
166	2
165	1
164	2
163	3
162	2
161	2
160	3
159	1
158	3
157	4
156	1
155	3
153	2
152	2
151	1
150	4
149	3
148	5
147	2
145	3
144	3
143	3
142	2
141	5
140	1
138	3
137	1
136	2
134	1
133	4
131	4
130	1
129	1
128	1
127	2
125	2
124	7
123	3
122	3
121	2
120	2
119	2
118	2
117	1
115	2
114	2
113	4
112	2
111	5
110	1
109	3
108	3
107	1
105	3
104	1
103	2
102	5
101	1
100	3
99	2
98	2
97	3
95	1
94	5
93	2
92	3
91	1
90	2
89	1
88	4
87	2
86	1
85	2
83	1
82	3
81	3
80	2
79	3
78	3
77	3
75	1
74	1
73	1
72	3
71	5
70	1
68	4
67	2
64	4
63	1
61	1
60	2
59	1
57	2
56	1
55	2
54	1
53	2
52	2
51	2
50	4
49	2
47	1
46	1
45	2
44	2
43	2
40	2
39	2
38	2
37	7
36	1
34	4
33	2
32	1
31	1
30	2
29	2
28	2
27	3
26	1
25	2
24	4
23	2
22	2
21	1
20	2
19	2
17	2
16	1
12	1
10	1
9	2
8	2
7	4
6	2
5	1
4	1
3	4
2	1
1	2
