#bins=7
250	22
220	22
190	22
160	22
130	22
100	21
70	21
#items=142
249	2
242	2
240	1
239	1
238	1
236	1
234	1
232	2
228	1
225	1
223	1
222	1
221	1
219	2
217	1
216	1
214	1
211	2
209	3
206	2
203	2
202	2
201	1
200	1
198	3
197	1
196	1
195	2
194	3
193	1
191	2
188	3
186	1
183	1
182	2
180	1
179	3
177	1
176	1
175	2
174	1
173	1
171	1
169	2
168	1
166	1
165	2
164	1
162	1
161	1
160	1
158	2
156	2
155	2
150	1
149	2
144	1
143	1
140	2
139	1
137	1
134	1
133	2
132	2
129	2
128	2
127	1
126	1
125	2
123	1
122	2
118	2
116	1
114	1
112	1
111	1
110	1
109	1
107	1
106	2
105	1
102	1
100	1
97	1
96	1
94	1
93	2
91	2
90	1
89	1
80	2
79	2
77	1
76	1
75	1
74	1
73	2
70	3
69	1
68	1
67	1
64	1
63	1
62	1
61	3
60	1
58	1
57	1
53	1
51	1
50	1
47	1
45	1
43	1
42	1
40	1
38	1
37	2
36	1
35	1
34	3
33	1
31	3
30	1
28	1
27	1
25	1
24	3
23	2
22	2
21	2
19	1
17	1
15	1
14	2
10	1
8	2
5	1
4	1
3	1
2	1
1	1
