#bins=95
3727	1
3536	1
3236	1
2779	1
2503	1
2496	1
2488	1
2375	1
2309	1
2198	1
2196	1
2149	1
2121	1
2114	1
2106	1
2079	1
2046	1
1892	1
1886	1
1876	1
1839	2
1830	1
1810	1
1798	1
1740	1
1701	1
1692	1
1674	1
1672	1
1667	1
1628	1
1612	1
1598	1
1588	1
1579	1
1578	1
1549	1
1513	1
1507	1
1504	1
1469	1
1467	1
1440	1
1394	1
1390	1
1388	1
1377	1
1369	1
1364	1
1335	1
1310	1
1308	1
1281	1
1257	1
1254	2
1248	1
1247	1
1236	1
1235	1
1221	1
1218	1
1216	1
1194	1
1179	1
1171	1
1166	1
1134	1
1103	1
1082	1
1069	1
1058	1
1046	1
1002	1
992	1
946	1
937	1
908	1
876	1
852	1
841	1
817	1
799	1
714	1
680	1
652	1
619	1
545	1
538	1
520	1
438	1
437	1
431	1
415	1
306	1
273	1
#items=90
450	10
444	6
442	4
441	8
437	1
426	9
424	9
416	7
412	8
407	6
404	2
389	6
387	9
386	7
385	8
384	5
381	7
380	1
373	8
372	4
366	5
363	3
361	3
360	3
359	5
357	4
355	8
351	10
349	1
345	4
341	7
340	1
334	9
332	8
327	5
324	4
321	4
309	6
306	9
305	5
302	6
301	6
297	8
293	10
288	9
274	8
273	5
269	4
267	1
261	4
257	2
256	8
251	4
249	2
247	9
244	8
243	5
240	2
225	10
224	9
222	1
214	2
211	7
210	7
206	3
202	3
200	8
195	6
194	4
193	7
190	4
183	4
176	3
173	5
163	6
161	2
160	1
155	3
152	9
147	1
144	4
142	2
138	10
135	3
127	2
125	5
117	5
116	10
106	3
99	6
