#bins=2
10000	1039
7000	1441
#items=99
7406	30
7328	48
7301	97
7262	68
7124	13
7006	72
6989	8
6921	82
6913	84
6783	89
6690	58
6643	35
6594	47
6494	81
6380	45
6233	95
6179	67
6140	82
6064	81
5792	48
5775	62
5671	3
5640	98
5598	57
5511	88
5476	67
5439	17
5419	2
5342	5
5207	66
5195	43
5103	51
5018	28
4896	44
4862	86
4799	77
4798	44
4714	58
4616	53
4605	32
4436	58
4377	30
4348	86
4246	27
4154	70
3865	21
3863	8
3837	76
3822	66
3780	25
3640	71
3619	17
3616	46
3607	20
3578	43
3562	35
3490	61
3410	76
3121	75
3050	96
3027	13
2920	97
2909	21
2891	40
2838	44
2594	54
2575	12
2568	63
2545	61
2511	83
2467	46
2428	53
2413	31
2167	33
2126	98
2062	80
2042	30
1910	81
1886	21
1879	73
1832	66
1816	23
1813	27
1729	86
1642	86
1629	67
1564	60
1085	53
961	22
936	35
921	36
745	47
641	34
390	11
335	53
274	61
241	56
146	40
110	57
