#bins=71
760	1
658	1
619	1
592	1
576	1
570	1
563	1
534	1
527	1
512	1
507	1
494	1
487	1
477	1
474	1
464	1
462	1
456	1
425	1
417	1
416	1
411	1
401	1
396	1
393	1
390	1
379	1
374	1
362	2
361	2
343	1
341	1
330	1
319	1
313	1
300	1
295	1
286	1
282	1
275	1
273	1
260	1
257	1
254	1
245	1
240	1
239	1
234	1
230	1
227	1
224	1
216	1
213	1
210	1
207	1
202	1
184	1
181	1
168	1
166	1
164	1
150	1
149	1
148	1
146	2
137	1
117	1
105	1
99	1
52	1
48	1
#items=40
192	6
183	3
175	8
172	1
169	7
168	4
162	1
157	5
149	5
138	9
135	1
133	3
132	5
129	5
128	1
125	9
124	7
122	10
121	5
117	10
109	5
101	10
99	10
97	5
96	10
92	10
89	7
84	1
82	2
77	1
76	3
74	10
70	3
68	3
60	8
56	8
53	7
45	3
43	8
40	3
