#bins=32
2929	1
2812	1
2622	1
2521	1
2493	1
2403	1
2254	1
2235	1
2180	1
2157	1
1999	1
1993	1
1927	1
1871	1
1836	1
1807	1
1795	1
1787	1
1769	1
1766	1
1759	1
1754	1
1722	1
1606	1
1553	1
1537	1
1463	1
1416	1
1366	1
1362	1
1329	1
1276	1
#items=60
294	6
292	5
291	1
288	9
274	9
270	1
261	10
259	8
257	3
255	10
251	3
245	3
242	2
238	7
232	9
230	1
229	6
228	9
227	9
226	4
225	1
222	5
221	7
215	8
214	1
213	9
212	2
207	5
203	4
202	7
200	1
194	10
192	3
191	1
181	4
179	6
177	8
176	9
172	2
168	4
166	6
160	10
157	6
156	10
145	5
143	2
136	2
125	5
123	5
122	4
118	3
107	5
106	7
105	9
104	2
81	8
72	5
70	7
68	6
62	3
