#bins=49
4896	1
4222	1
3881	1
3769	1
3587	1
3522	1
3427	1
3276	1
3186	1
3157	1
3151	1
3051	1
3038	1
2939	1
2815	1
2757	1
2748	1
2720	1
2662	1
2561	1
2560	1
2520	1
2509	1
2494	1
2394	1
2319	1
2316	1
2282	1
2251	1
2222	1
2201	1
2182	1
2172	1
2139	1
2073	1
1990	1
1969	1
1945	1
1825	1
1813	1
1792	1
1626	1
1491	1
1463	1
1450	1
1398	1
1387	1
1361	1
1192	1
#items=80
394	10
388	6
385	6
383	6
376	9
371	7
367	10
365	10
363	10
362	3
358	9
353	7
351	2
346	7
342	8
332	1
330	10
327	10
325	9
323	9
320	10
310	2
309	4
305	10
301	6
295	9
293	8
287	4
286	7
281	3
275	6
274	6
270	4
263	9
258	9
256	1
250	10
246	1
240	8
236	8
229	9
226	3
225	6
220	6
216	6
210	3
208	2
204	1
203	9
200	1
196	7
193	4
192	1
188	9
179	9
178	6
173	6
169	5
168	2
166	10
164	2
162	5
160	6
157	7
156	1
149	5
146	9
143	9
129	9
126	3
124	3
122	7
117	9
112	6
111	4
108	4
92	5
91	5
89	4
84	10
